#Assembly	Genome Center name	RefSeq Accession.version	GenBank Accession.version	NCBI name
GeoFor_1.0	scaffold6547	NW_005055863.1	JH741453.1	GPS_002011431.1
GeoFor_1.0	scaffold655	NW_005055495.1	JH741085.1	GPS_002011063.1
GeoFor_1.0	scaffold6550	NW_005068138.1	JH753728.1	GPS_002023706.1
GeoFor_1.0	scaffold6552	NW_005067284.1	JH752874.1	GPS_002022852.1
GeoFor_1.0	scaffold6553	NW_005069170.1	JH754760.1	GPS_002024738.1
GeoFor_1.0	scaffold6554	NW_005056847.1	JH742437.1	GPS_002012415.1
GeoFor_1.0	scaffold6555	NW_005069786.1	JH755376.1	GPS_002025354.1
GeoFor_1.0	scaffold6556	NW_005070154.1	JH755744.1	GPS_002025722.1
GeoFor_1.0	scaffold6559	NW_005055929.1	JH741519.1	GPS_002011497.1
GeoFor_1.0	scaffold6560	NW_005075707.1	JH761297.1	GPS_002031275.1
GeoFor_1.0	scaffold6561	NW_005073752.1	JH759342.1	GPS_002029320.1
GeoFor_1.0	scaffold6562	NW_005070513.1	JH756103.1	GPS_002026081.1
GeoFor_1.0	scaffold6563	NW_005069586.1	JH755176.1	GPS_002025154.1
GeoFor_1.0	scaffold6568	NW_005069865.1	JH755455.1	GPS_002025433.1
GeoFor_1.0	scaffold6569	NW_005066359.1	JH751949.1	GPS_002021927.1
GeoFor_1.0	scaffold657	NW_005054481.1	JH740071.1	GPS_002010049.1
GeoFor_1.0	scaffold6570	NW_005068938.1	JH754528.1	GPS_002024506.1
GeoFor_1.0	scaffold6573	NW_005065797.1	JH751387.1	GPS_002021365.1
GeoFor_1.0	scaffold6574	NW_005068187.1	JH753777.1	GPS_002023755.1
GeoFor_1.0	scaffold6576	NW_005059043.1	JH744633.1	GPS_002014611.1
GeoFor_1.0	scaffold6577	NW_005060541.1	JH746131.1	GPS_002016109.1
GeoFor_1.0	scaffold6579	NW_005078786.1	JH764376.1	GPS_002034354.1
GeoFor_1.0	scaffold658	NW_005054674.1	JH740264.1	GPS_002010242.1
GeoFor_1.0	scaffold6581	NW_005065066.1	JH750656.1	GPS_002020634.1
GeoFor_1.0	scaffold6582	NW_005070108.1	JH755698.1	GPS_002025676.1
GeoFor_1.0	scaffold6583	NW_005062110.1	JH747700.1	GPS_002017678.1
GeoFor_1.0	scaffold6584	NW_005068229.1	JH753819.1	GPS_002023797.1
GeoFor_1.0	scaffold6585	NW_005063729.1	JH749319.1	GPS_002019297.1
GeoFor_1.0	scaffold6586	NW_005068682.1	JH754272.1	GPS_002024250.1
GeoFor_1.0	scaffold6588	NW_005070088.1	JH755678.1	GPS_002025656.1
GeoFor_1.0	scaffold6589	NW_005067867.1	JH753457.1	GPS_002023435.1
GeoFor_1.0	scaffold659	NW_005054530.1	JH740120.1	GPS_002010098.1
GeoFor_1.0	scaffold6590	NW_005068159.1	JH753749.1	GPS_002023727.1
GeoFor_1.0	scaffold6591	NW_005065739.1	JH751329.1	GPS_002021307.1
GeoFor_1.0	scaffold6592	NW_005067413.1	JH753003.1	GPS_002022981.1
GeoFor_1.0	scaffold6593	NW_005069637.1	JH755227.1	GPS_002025205.1
GeoFor_1.0	scaffold6595	NW_005071102.1	JH756692.1	GPS_002026670.1
GeoFor_1.0	scaffold6596	NW_005067788.1	JH753378.1	GPS_002023356.1
GeoFor_1.0	scaffold6597	NW_005057781.1	JH743371.1	GPS_002013349.1
GeoFor_1.0	scaffold6598	NW_005068474.1	JH754064.1	GPS_002024042.1
GeoFor_1.0	scaffold6599	NW_005057100.1	JH742690.1	GPS_002012668.1
GeoFor_1.0	scaffold66	NW_005054312.1	JH739902.1	GPS_002009880.1
GeoFor_1.0	scaffold660	NW_005054719.1	JH740309.1	GPS_002010287.1
GeoFor_1.0	scaffold6600	NW_005079556.1	JH765146.1	GPS_002035124.1
GeoFor_1.0	scaffold6601	NW_005061424.1	JH747014.1	GPS_002016992.1
GeoFor_1.0	scaffold6603	NW_005070586.1	JH756176.1	GPS_002026154.1
GeoFor_1.0	scaffold6604	NW_005070489.1	JH756079.1	GPS_002026057.1
GeoFor_1.0	scaffold6605	NW_005068687.1	JH754277.1	GPS_002024255.1
GeoFor_1.0	scaffold6609	NW_005068353.1	JH753943.1	GPS_002023921.1
GeoFor_1.0	scaffold6612	NW_005071101.1	JH756691.1	GPS_002026669.1
GeoFor_1.0	scaffold6613	NW_005067569.1	JH753159.1	GPS_002023137.1
GeoFor_1.0	scaffold6614	NW_005070665.1	JH756255.1	GPS_002026233.1
GeoFor_1.0	scaffold6615	NW_005064199.1	JH749789.1	GPS_002019767.1
GeoFor_1.0	scaffold6616	NW_005056821.1	JH742411.1	GPS_002012389.1
GeoFor_1.0	scaffold6617	NW_005057284.1	JH742874.1	GPS_002012852.1
GeoFor_1.0	scaffold662	NW_005054450.1	JH740040.1	GPS_002010018.1
GeoFor_1.0	scaffold6620	NW_005069142.1	JH754732.1	GPS_002024710.1
GeoFor_1.0	scaffold6621	NW_005063107.1	JH748697.1	GPS_002018675.1
GeoFor_1.0	scaffold6622	NW_005055448.1	JH741038.1	GPS_002011016.1
GeoFor_1.0	scaffold6625	NW_005071765.1	JH757355.1	GPS_002027333.1
GeoFor_1.0	scaffold6626	NW_005071710.1	JH757300.1	GPS_002027278.1
GeoFor_1.0	scaffold6627	NW_005069130.1	JH754720.1	GPS_002024698.1
GeoFor_1.0	scaffold6628	NW_005071793.1	JH757383.1	GPS_002027361.1
GeoFor_1.0	scaffold6629	NW_005055892.1	JH741482.1	GPS_002011460.1
GeoFor_1.0	scaffold663	NW_005055153.1	JH740743.1	GPS_002010721.1
GeoFor_1.0	scaffold6631	NW_005055815.1	JH741405.1	GPS_002011383.1
GeoFor_1.0	scaffold6632	NW_005068403.1	JH753993.1	GPS_002023971.1
GeoFor_1.0	scaffold6633	NW_005066848.1	JH752438.1	GPS_002022416.1
GeoFor_1.0	scaffold6634	NW_005059526.1	JH745116.1	GPS_002015094.1
GeoFor_1.0	scaffold6635	NW_005064513.1	JH750103.1	GPS_002020081.1
GeoFor_1.0	scaffold6636	NW_005069876.1	JH755466.1	GPS_002025444.1
GeoFor_1.0	scaffold6637	NW_005059397.1	JH744987.1	GPS_002014965.1
GeoFor_1.0	scaffold6638	NW_005063997.1	JH749587.1	GPS_002019565.1
GeoFor_1.0	scaffold6639	NW_005070950.1	JH756540.1	GPS_002026518.1
GeoFor_1.0	scaffold664	NW_005055851.1	JH741441.1	GPS_002011419.1
GeoFor_1.0	scaffold6640	NW_005066548.1	JH752138.1	GPS_002022116.1
GeoFor_1.0	scaffold6641	NW_005069922.1	JH755512.1	GPS_002025490.1
GeoFor_1.0	scaffold6642	NW_005067561.1	JH753151.1	GPS_002023129.1
GeoFor_1.0	scaffold6644	NW_005076024.1	JH761614.1	GPS_002031592.1
GeoFor_1.0	scaffold6645	NW_005067691.1	JH753281.1	GPS_002023259.1
GeoFor_1.0	scaffold6646	NW_005073156.1	JH758746.1	GPS_002028724.1
GeoFor_1.0	scaffold6648	NW_005059375.1	JH744965.1	GPS_002014943.1
GeoFor_1.0	scaffold665	NW_005055049.1	JH740639.1	GPS_002010617.1
GeoFor_1.0	scaffold6650	NW_005071697.1	JH757287.1	GPS_002027265.1
GeoFor_1.0	scaffold6652	NW_005066992.1	JH752582.1	GPS_002022560.1
GeoFor_1.0	scaffold6653	NW_005068522.1	JH754112.1	GPS_002024090.1
GeoFor_1.0	scaffold6654	NW_005065171.1	JH750761.1	GPS_002020739.1
GeoFor_1.0	scaffold6655	NW_005068251.1	JH753841.1	GPS_002023819.1
GeoFor_1.0	scaffold6656	NW_005071777.1	JH757367.1	GPS_002027345.1
GeoFor_1.0	scaffold6657	NW_005064111.1	JH749701.1	GPS_002019679.1
GeoFor_1.0	scaffold666	NW_005054470.1	JH740060.1	GPS_002010038.1
GeoFor_1.0	scaffold6660	NW_005068096.1	JH753686.1	GPS_002023664.1
GeoFor_1.0	scaffold6662	NW_005055845.1	JH741435.1	GPS_002011413.1
GeoFor_1.0	scaffold6664	NW_005069705.1	JH755295.1	GPS_002025273.1
GeoFor_1.0	scaffold6665	NW_005069090.1	JH754680.1	GPS_002024658.1
GeoFor_1.0	scaffold6666	NW_005056994.1	JH742584.1	GPS_002012562.1
GeoFor_1.0	scaffold6667	NW_005068168.1	JH753758.1	GPS_002023736.1
GeoFor_1.0	scaffold6668	NW_005056948.1	JH742538.1	GPS_002012516.1
GeoFor_1.0	scaffold6669	NW_005068625.1	JH754215.1	GPS_002024193.1
GeoFor_1.0	scaffold667	NW_005054807.1	JH740397.1	GPS_002010375.1
GeoFor_1.0	scaffold6671	NW_005077174.1	JH762764.1	GPS_002032742.1
GeoFor_1.0	scaffold6673	NW_005068337.1	JH753927.1	GPS_002023905.1
GeoFor_1.0	scaffold6674	NW_005069183.1	JH754773.1	GPS_002024751.1
GeoFor_1.0	scaffold6676	NW_005069450.1	JH755040.1	GPS_002025018.1
GeoFor_1.0	scaffold6677	NW_005055991.1	JH741581.1	GPS_002011559.1
GeoFor_1.0	scaffold6678	NW_005065985.1	JH751575.1	GPS_002021553.1
GeoFor_1.0	scaffold6681	NW_005058185.1	JH743775.1	GPS_002013753.1
GeoFor_1.0	scaffold6682	NW_005068102.1	JH753692.1	GPS_002023670.1
GeoFor_1.0	scaffold6683	NW_005068320.1	JH753910.1	GPS_002023888.1
GeoFor_1.0	scaffold6685	NW_005070916.1	JH756506.1	GPS_002026484.1
GeoFor_1.0	scaffold6686	NW_005068913.1	JH754503.1	GPS_002024481.1
GeoFor_1.0	scaffold6689	NW_005062504.1	JH748094.1	GPS_002018072.1
GeoFor_1.0	scaffold669	NW_005054789.1	JH740379.1	GPS_002010357.1
GeoFor_1.0	scaffold6690	NW_005069455.1	JH755045.1	GPS_002025023.1
GeoFor_1.0	scaffold6692	NW_005067737.1	JH753327.1	GPS_002023305.1
GeoFor_1.0	scaffold6694	NW_005067655.1	JH753245.1	GPS_002023223.1
GeoFor_1.0	scaffold6696	NW_005070251.1	JH755841.1	GPS_002025819.1
GeoFor_1.0	scaffold6697	NW_005067218.1	JH752808.1	GPS_002022786.1
GeoFor_1.0	scaffold6698	NW_005057458.1	JH743048.1	GPS_002013026.1
GeoFor_1.0	scaffold6699	NW_005067227.1	JH752817.1	GPS_002022795.1
GeoFor_1.0	scaffold67	NW_005055027.1	JH740617.1	GPS_002010595.1
GeoFor_1.0	scaffold6700	NW_005055838.1	JH741428.1	GPS_002011406.1
GeoFor_1.0	scaffold6704	NW_005057261.1	JH742851.1	GPS_002012829.1
GeoFor_1.0	scaffold6706	NW_005059425.1	JH745015.1	GPS_002014993.1
GeoFor_1.0	scaffold6707	NW_005057269.1	JH742859.1	GPS_002012837.1
GeoFor_1.0	scaffold6708	NW_005058897.1	JH744487.1	GPS_002014465.1
GeoFor_1.0	scaffold6709	NW_005064630.1	JH750220.1	GPS_002020198.1
GeoFor_1.0	scaffold6713	NW_005070607.1	JH756197.1	GPS_002026175.1
GeoFor_1.0	scaffold6714	NW_005063999.1	JH749589.1	GPS_002019567.1
GeoFor_1.0	scaffold6716	NW_005064197.1	JH749787.1	GPS_002019765.1
GeoFor_1.0	scaffold6717	NW_005062018.1	JH747608.1	GPS_002017586.1
GeoFor_1.0	scaffold6719	NW_005068619.1	JH754209.1	GPS_002024187.1
GeoFor_1.0	scaffold672	NW_005055047.1	JH740637.1	GPS_002010615.1
GeoFor_1.0	scaffold6721	NW_005066787.1	JH752377.1	GPS_002022355.1
GeoFor_1.0	scaffold6724	NW_005057155.1	JH742745.1	GPS_002012723.1
GeoFor_1.0	scaffold673	NW_005060908.1	JH746498.1	GPS_002016476.1
GeoFor_1.0	scaffold6731	NW_005059231.1	JH744821.1	GPS_002014799.1
GeoFor_1.0	scaffold6733	NW_005070658.1	JH756248.1	GPS_002026226.1
GeoFor_1.0	scaffold6734	NW_005057383.1	JH742973.1	GPS_002012951.1
GeoFor_1.0	scaffold6736	NW_005064768.1	JH750358.1	GPS_002020336.1
GeoFor_1.0	scaffold6737	NW_005069631.1	JH755221.1	GPS_002025199.1
GeoFor_1.0	scaffold674	NW_005054851.1	JH740441.1	GPS_002010419.1
GeoFor_1.0	scaffold6740	NW_005067263.1	JH752853.1	GPS_002022831.1
GeoFor_1.0	scaffold6741	NW_005059698.1	JH745288.1	GPS_002015266.1
GeoFor_1.0	scaffold6743	NW_005055555.1	JH741145.1	GPS_002011123.1
GeoFor_1.0	scaffold6744	NW_005069088.1	JH754678.1	GPS_002024656.1
GeoFor_1.0	scaffold6745	NW_005055788.1	JH741378.1	GPS_002011356.1
GeoFor_1.0	scaffold6746	NW_005069314.1	JH754904.1	GPS_002024882.1
GeoFor_1.0	scaffold6749	NW_005068476.1	JH754066.1	GPS_002024044.1
GeoFor_1.0	scaffold675	NW_005055018.1	JH740608.1	GPS_002010586.1
GeoFor_1.0	scaffold6750	NW_005066852.1	JH752442.1	GPS_002022420.1
GeoFor_1.0	scaffold6751	NW_005068350.1	JH753940.1	GPS_002023918.1
GeoFor_1.0	scaffold6752	NW_005069591.1	JH755181.1	GPS_002025159.1
GeoFor_1.0	scaffold6754	NW_005064677.1	JH750267.1	GPS_002020245.1
GeoFor_1.0	scaffold6755	NW_005055545.1	JH741135.1	GPS_002011113.1
GeoFor_1.0	scaffold6757	NW_005068280.1	JH753870.1	GPS_002023848.1
GeoFor_1.0	scaffold6758	NW_005061369.1	JH746959.1	GPS_002016937.1
GeoFor_1.0	scaffold6759	NW_005065943.1	JH751533.1	GPS_002021511.1
GeoFor_1.0	scaffold676	NW_005054600.1	JH740190.1	GPS_002010168.1
GeoFor_1.0	scaffold6760	NW_005055774.1	JH741364.1	GPS_002011342.1
GeoFor_1.0	scaffold6761	NW_005070134.1	JH755724.1	GPS_002025702.1
GeoFor_1.0	scaffold6762	NW_005063263.1	JH748853.1	GPS_002018831.1
GeoFor_1.0	scaffold6763	NW_005069804.1	JH755394.1	GPS_002025372.1
GeoFor_1.0	scaffold6766	NW_005067410.1	JH753000.1	GPS_002022978.1
GeoFor_1.0	scaffold6767	NW_005055972.1	JH741562.1	GPS_002011540.1
GeoFor_1.0	scaffold6769	NW_005067152.1	JH752742.1	GPS_002022720.1
GeoFor_1.0	scaffold677	NW_005054585.1	JH740175.1	GPS_002010153.1
GeoFor_1.0	scaffold6770	NW_005071852.1	JH757442.1	GPS_002027420.1
GeoFor_1.0	scaffold6771	NW_005072102.1	JH757692.1	GPS_002027670.1
GeoFor_1.0	scaffold6773	NW_005057002.1	JH742592.1	GPS_002012570.1
GeoFor_1.0	scaffold6775	NW_005068064.1	JH753654.1	GPS_002023632.1
GeoFor_1.0	scaffold6776	NW_005069768.1	JH755358.1	GPS_002025336.1
GeoFor_1.0	scaffold6777	NW_005069984.1	JH755574.1	GPS_002025552.1
GeoFor_1.0	scaffold6778	NW_005070102.1	JH755692.1	GPS_002025670.1
GeoFor_1.0	scaffold6779	NW_005069823.1	JH755413.1	GPS_002025391.1
GeoFor_1.0	scaffold6781	NW_005071257.1	JH756847.1	GPS_002026825.1
GeoFor_1.0	scaffold6782	NW_005063269.1	JH748859.1	GPS_002018837.1
GeoFor_1.0	scaffold6784	NW_005063662.1	JH749252.1	GPS_002019230.1
GeoFor_1.0	scaffold6785	NW_005057300.1	JH742890.1	GPS_002012868.1
GeoFor_1.0	scaffold6786	NW_005068798.1	JH754388.1	GPS_002024366.1
GeoFor_1.0	scaffold6787	NW_005056830.1	JH742420.1	GPS_002012398.1
GeoFor_1.0	scaffold6788	NW_005056406.1	JH741996.1	GPS_002011974.1
GeoFor_1.0	scaffold6789	NW_005066581.1	JH752171.1	GPS_002022149.1
GeoFor_1.0	scaffold679	NW_005055271.1	JH740861.1	GPS_002010839.1
GeoFor_1.0	scaffold6790	NW_005070272.1	JH755862.1	GPS_002025840.1
GeoFor_1.0	scaffold6792	NW_005068617.1	JH754207.1	GPS_002024185.1
GeoFor_1.0	scaffold6793	NW_005059911.1	JH745501.1	GPS_002015479.1
GeoFor_1.0	scaffold6794	NW_005069433.1	JH755023.1	GPS_002025001.1
GeoFor_1.0	scaffold6796	NW_005067520.1	JH753110.1	GPS_002023088.1
GeoFor_1.0	scaffold6797	NW_005078551.1	JH764141.1	GPS_002034119.1
GeoFor_1.0	scaffold6798	NW_005064053.1	JH749643.1	GPS_002019621.1
GeoFor_1.0	scaffold6799	NW_005065217.1	JH750807.1	GPS_002020785.1
GeoFor_1.0	scaffold68	NW_005054489.1	JH740079.1	GPS_002010057.1
GeoFor_1.0	scaffold680	NW_005054779.1	JH740369.1	GPS_002010347.1
GeoFor_1.0	scaffold6800	NW_005063201.1	JH748791.1	GPS_002018769.1
GeoFor_1.0	scaffold6802	NW_005068109.1	JH753699.1	GPS_002023677.1
GeoFor_1.0	scaffold6804	NW_005067844.1	JH753434.1	GPS_002023412.1
GeoFor_1.0	scaffold6805	NW_005065978.1	JH751568.1	GPS_002021546.1
GeoFor_1.0	scaffold6806	NW_005065969.1	JH751559.1	GPS_002021537.1
GeoFor_1.0	scaffold6807	NW_005063641.1	JH749231.1	GPS_002019209.1
GeoFor_1.0	scaffold6809	NW_005056819.1	JH742409.1	GPS_002012387.1
GeoFor_1.0	scaffold6810	NW_005066856.1	JH752446.1	GPS_002022424.1
GeoFor_1.0	scaffold6811	NW_005063307.1	JH748897.1	GPS_002018875.1
GeoFor_1.0	scaffold6812	NW_005057525.1	JH743115.1	GPS_002013093.1
GeoFor_1.0	scaffold6813	NW_005064266.1	JH749856.1	GPS_002019834.1
GeoFor_1.0	scaffold6814	NW_005070977.1	JH756567.1	GPS_002026545.1
GeoFor_1.0	scaffold6815	NW_005067762.1	JH753352.1	GPS_002023330.1
GeoFor_1.0	scaffold6816	NW_005064864.1	JH750454.1	GPS_002020432.1
GeoFor_1.0	scaffold6817	NW_005065664.1	JH751254.1	GPS_002021232.1
GeoFor_1.0	scaffold6819	NW_005064734.1	JH750324.1	GPS_002020302.1
GeoFor_1.0	scaffold6821	NW_005069562.1	JH755152.1	GPS_002025130.1
GeoFor_1.0	scaffold6822	NW_005065333.1	JH750923.1	GPS_002020901.1
GeoFor_1.0	scaffold6824	NW_005065237.1	JH750827.1	GPS_002020805.1
GeoFor_1.0	scaffold6825	NW_005066325.1	JH751915.1	GPS_002021893.1
GeoFor_1.0	scaffold6826	NW_005069897.1	JH755487.1	GPS_002025465.1
GeoFor_1.0	scaffold6828	NW_005057956.1	JH743546.1	GPS_002013524.1
GeoFor_1.0	scaffold6829	NW_005069714.1	JH755304.1	GPS_002025282.1
GeoFor_1.0	scaffold683	NW_005054547.1	JH740137.1	GPS_002010115.1
GeoFor_1.0	scaffold6830	NW_005067486.1	JH753076.1	GPS_002023054.1
GeoFor_1.0	scaffold6832	NW_005070361.1	JH755951.1	GPS_002025929.1
GeoFor_1.0	scaffold6833	NW_005064749.1	JH750339.1	GPS_002020317.1
GeoFor_1.0	scaffold6834	NW_005055842.1	JH741432.1	GPS_002011410.1
GeoFor_1.0	scaffold6839	NW_005069575.1	JH755165.1	GPS_002025143.1
GeoFor_1.0	scaffold684	NW_005054893.1	JH740483.1	GPS_002010461.1
GeoFor_1.0	scaffold6841	NW_005057086.1	JH742676.1	GPS_002012654.1
GeoFor_1.0	scaffold6842	NW_005064225.1	JH749815.1	GPS_002019793.1
GeoFor_1.0	scaffold6843	NW_005057669.1	JH743259.1	GPS_002013237.1
GeoFor_1.0	scaffold6846	NW_005060724.1	JH746314.1	GPS_002016292.1
GeoFor_1.0	scaffold6848	NW_005068624.1	JH754214.1	GPS_002024192.1
GeoFor_1.0	scaffold685	NW_005054662.1	JH740252.1	GPS_002010230.1
GeoFor_1.0	scaffold6850	NW_005072915.1	JH758505.1	GPS_002028483.1
GeoFor_1.0	scaffold6851	NW_005065831.1	JH751421.1	GPS_002021399.1
GeoFor_1.0	scaffold6852	NW_005064154.1	JH749744.1	GPS_002019722.1
GeoFor_1.0	scaffold6853	NW_005066623.1	JH752213.1	GPS_002022191.1
GeoFor_1.0	scaffold6854	NW_005067888.1	JH753478.1	GPS_002023456.1
GeoFor_1.0	scaffold6856	NW_005071626.1	JH757216.1	GPS_002027194.1
GeoFor_1.0	scaffold6858	NW_005055596.1	JH741186.1	GPS_002011164.1
GeoFor_1.0	scaffold6859	NW_005065242.1	JH750832.1	GPS_002020810.1
GeoFor_1.0	scaffold686	NW_005070456.1	JH756046.1	GPS_002026024.1
GeoFor_1.0	scaffold6860	NW_005068849.1	JH754439.1	GPS_002024417.1
GeoFor_1.0	scaffold6861	NW_005067239.1	JH752829.1	GPS_002022807.1
GeoFor_1.0	scaffold6864	NW_005065486.1	JH751076.1	GPS_002021054.1
GeoFor_1.0	scaffold6866	NW_005068205.1	JH753795.1	GPS_002023773.1
GeoFor_1.0	scaffold6867	NW_005056127.1	JH741717.1	GPS_002011695.1
GeoFor_1.0	scaffold6868	NW_005063104.1	JH748694.1	GPS_002018672.1
GeoFor_1.0	scaffold6869	NW_005056722.1	JH742312.1	GPS_002012290.1
GeoFor_1.0	scaffold687	NW_005054647.1	JH740237.1	GPS_002010215.1
GeoFor_1.0	scaffold6871	NW_005062045.1	JH747635.1	GPS_002017613.1
GeoFor_1.0	scaffold6873	NW_005068273.1	JH753863.1	GPS_002023841.1
GeoFor_1.0	scaffold6874	NW_005061371.1	JH746961.1	GPS_002016939.1
GeoFor_1.0	scaffold6875	NW_005065267.1	JH750857.1	GPS_002020835.1
GeoFor_1.0	scaffold6878	NW_005056596.1	JH742186.1	GPS_002012164.1
GeoFor_1.0	scaffold6879	NW_005061921.1	JH747511.1	GPS_002017489.1
GeoFor_1.0	scaffold688	NW_005054613.1	JH740203.1	GPS_002010181.1
GeoFor_1.0	scaffold6880	NW_005072249.1	JH757839.1	GPS_002027817.1
GeoFor_1.0	scaffold6883	NW_005078318.1	JH763908.1	GPS_002033886.1
GeoFor_1.0	scaffold6885	NW_005068544.1	JH754134.1	GPS_002024112.1
GeoFor_1.0	scaffold6889	NW_005061834.1	JH747424.1	GPS_002017402.1
GeoFor_1.0	scaffold689	NW_005067805.1	JH753395.1	GPS_002023373.1
GeoFor_1.0	scaffold6891	NW_005062122.1	JH747712.1	GPS_002017690.1
GeoFor_1.0	scaffold6892	NW_005056678.1	JH742268.1	GPS_002012246.1
GeoFor_1.0	scaffold6893	NW_005064952.1	JH750542.1	GPS_002020520.1
GeoFor_1.0	scaffold6894	NW_005068370.1	JH753960.1	GPS_002023938.1
GeoFor_1.0	scaffold6896	NW_005067878.1	JH753468.1	GPS_002023446.1
GeoFor_1.0	scaffold6897	NW_005062167.1	JH747757.1	GPS_002017735.1
GeoFor_1.0	scaffold6898	NW_005063777.1	JH749367.1	GPS_002019345.1
GeoFor_1.0	scaffold6899	NW_005056638.1	JH742228.1	GPS_002012206.1
GeoFor_1.0	scaffold69	NW_005054555.1	JH740145.1	GPS_002010123.1
GeoFor_1.0	scaffold690	NW_005063899.1	JH749489.1	GPS_002019467.1
GeoFor_1.0	scaffold6900	NW_005070125.1	JH755715.1	GPS_002025693.1
GeoFor_1.0	scaffold6901	NW_005070193.1	JH755783.1	GPS_002025761.1
GeoFor_1.0	scaffold6903	NW_005068195.1	JH753785.1	GPS_002023763.1
GeoFor_1.0	scaffold6906	NW_005065212.1	JH750802.1	GPS_002020780.1
GeoFor_1.0	scaffold6908	NW_005067368.1	JH752958.1	GPS_002022936.1
GeoFor_1.0	scaffold6910	NW_005064436.1	JH750026.1	GPS_002020004.1
GeoFor_1.0	scaffold6911	NW_005070494.1	JH756084.1	GPS_002026062.1
GeoFor_1.0	scaffold6913	NW_005055873.1	JH741463.1	GPS_002011441.1
GeoFor_1.0	scaffold6914	NW_005057060.1	JH742650.1	GPS_002012628.1
GeoFor_1.0	scaffold6916	NW_005068819.1	JH754409.1	GPS_002024387.1
GeoFor_1.0	scaffold6917	NW_005069202.1	JH754792.1	GPS_002024770.1
GeoFor_1.0	scaffold6918	NW_005067572.1	JH753162.1	GPS_002023140.1
GeoFor_1.0	scaffold6919	NW_005069672.1	JH755262.1	GPS_002025240.1
GeoFor_1.0	scaffold692	NW_005071413.1	JH757003.1	GPS_002026981.1
GeoFor_1.0	scaffold6921	NW_005070149.1	JH755739.1	GPS_002025717.1
GeoFor_1.0	scaffold6922	NW_005067250.1	JH752840.1	GPS_002022818.1
GeoFor_1.0	scaffold6923	NW_005069032.1	JH754622.1	GPS_002024600.1
GeoFor_1.0	scaffold6924	NW_005065112.1	JH750702.1	GPS_002020680.1
GeoFor_1.0	scaffold6925	NW_005067461.1	JH753051.1	GPS_002023029.1
GeoFor_1.0	scaffold6926	NW_005068314.1	JH753904.1	GPS_002023882.1
GeoFor_1.0	scaffold6927	NW_005057178.1	JH742768.1	GPS_002012746.1
GeoFor_1.0	scaffold6928	NW_005069566.1	JH755156.1	GPS_002025134.1
GeoFor_1.0	scaffold6929	NW_005070717.1	JH756307.1	GPS_002026285.1
GeoFor_1.0	scaffold693	NW_005055072.1	JH740662.1	GPS_002010640.1
GeoFor_1.0	scaffold6931	NW_005056266.1	JH741856.1	GPS_002011834.1
GeoFor_1.0	scaffold6934	NW_005068244.1	JH753834.1	GPS_002023812.1
GeoFor_1.0	scaffold6935	NW_005073266.1	JH758856.1	GPS_002028834.1
GeoFor_1.0	scaffold6936	NW_005066125.1	JH751715.1	GPS_002021693.1
GeoFor_1.0	scaffold6938	NW_005065466.1	JH751056.1	GPS_002021034.1
GeoFor_1.0	scaffold6939	NW_005070707.1	JH756297.1	GPS_002026275.1
GeoFor_1.0	scaffold694	NW_005054668.1	JH740258.1	GPS_002010236.1
GeoFor_1.0	scaffold6940	NW_005065967.1	JH751557.1	GPS_002021535.1
GeoFor_1.0	scaffold6941	NW_005069534.1	JH755124.1	GPS_002025102.1
GeoFor_1.0	scaffold6942	NW_005069435.1	JH755025.1	GPS_002025003.1
GeoFor_1.0	scaffold6944	NW_005071103.1	JH756693.1	GPS_002026671.1
GeoFor_1.0	scaffold6946	NW_005070309.1	JH755899.1	GPS_002025877.1
GeoFor_1.0	scaffold6953	NW_005068223.1	JH753813.1	GPS_002023791.1
GeoFor_1.0	scaffold6954	NW_005069353.1	JH754943.1	GPS_002024921.1
GeoFor_1.0	scaffold6956	NW_005071134.1	JH756724.1	GPS_002026702.1
GeoFor_1.0	scaffold6957	NW_005057545.1	JH743135.1	GPS_002013113.1
GeoFor_1.0	scaffold6958	NW_005056951.1	JH742541.1	GPS_002012519.1
GeoFor_1.0	scaffold6959	NW_005057193.1	JH742783.1	GPS_002012761.1
GeoFor_1.0	scaffold696	NW_005064372.1	JH749962.1	GPS_002019940.1
GeoFor_1.0	scaffold6960	NW_005069869.1	JH755459.1	GPS_002025437.1
GeoFor_1.0	scaffold6962	NW_005057106.1	JH742696.1	GPS_002012674.1
GeoFor_1.0	scaffold6963	NW_005067244.1	JH752834.1	GPS_002022812.1
GeoFor_1.0	scaffold6965	NW_005065068.1	JH750658.1	GPS_002020636.1
GeoFor_1.0	scaffold6967	NW_005067880.1	JH753470.1	GPS_002023448.1
GeoFor_1.0	scaffold6968	NW_005070113.1	JH755703.1	GPS_002025681.1
GeoFor_1.0	scaffold697	NW_005054624.1	JH740214.1	GPS_002010192.1
GeoFor_1.0	scaffold6970	NW_005068234.1	JH753824.1	GPS_002023802.1
GeoFor_1.0	scaffold6971	NW_005061308.1	JH746898.1	GPS_002016876.1
GeoFor_1.0	scaffold6972	NW_005066102.1	JH751692.1	GPS_002021670.1
GeoFor_1.0	scaffold6973	NW_005069385.1	JH754975.1	GPS_002024953.1
GeoFor_1.0	scaffold6974	NW_005064791.1	JH750381.1	GPS_002020359.1
GeoFor_1.0	scaffold6975	NW_005069028.1	JH754618.1	GPS_002024596.1
