#Assembly	Genome Center name	RefSeq Accession.version	GenBank Accession.version	NCBI name
GeoFor_1.0	scaffold6116	NW_005079146.1	JH764736.1	GPS_002034714.1
GeoFor_1.0	scaffold6118	NW_005068806.1	JH754396.1	GPS_002024374.1
GeoFor_1.0	scaffold6119	NW_005057052.1	JH742642.1	GPS_002012620.1
GeoFor_1.0	scaffold612	NW_005054806.1	JH740396.1	GPS_002010374.1
GeoFor_1.0	scaffold6120	NW_005069056.1	JH754646.1	GPS_002024624.1
GeoFor_1.0	scaffold6122	NW_005070963.1	JH756553.1	GPS_002026531.1
GeoFor_1.0	scaffold6123	NW_005071477.1	JH757067.1	GPS_002027045.1
GeoFor_1.0	scaffold6124	NW_005069215.1	JH754805.1	GPS_002024783.1
GeoFor_1.0	scaffold6126	NW_005071800.1	JH757390.1	GPS_002027368.1
GeoFor_1.0	scaffold6128	NW_005068603.1	JH754193.1	GPS_002024171.1
GeoFor_1.0	scaffold613	NW_005055407.1	JH740997.1	GPS_002010975.1
GeoFor_1.0	scaffold6130	NW_005068466.1	JH754056.1	GPS_002024034.1
GeoFor_1.0	scaffold6132	NW_005055346.1	JH740936.1	GPS_002010914.1
GeoFor_1.0	scaffold6133	NW_005071409.1	JH756999.1	GPS_002026977.1
GeoFor_1.0	scaffold6134	NW_005067502.1	JH753092.1	GPS_002023070.1
GeoFor_1.0	scaffold6135	NW_005069569.1	JH755159.1	GPS_002025137.1
GeoFor_1.0	scaffold6136	NW_005069551.1	JH755141.1	GPS_002025119.1
GeoFor_1.0	scaffold6139	NW_005071498.1	JH757088.1	GPS_002027066.1
GeoFor_1.0	scaffold614	NW_005054488.1	JH740078.1	GPS_002010056.1
GeoFor_1.0	scaffold6140	NW_005055890.1	JH741480.1	GPS_002011458.1
GeoFor_1.0	scaffold6142	NW_005071801.1	JH757391.1	GPS_002027369.1
GeoFor_1.0	scaffold6145	NW_005065479.1	JH751069.1	GPS_002021047.1
GeoFor_1.0	scaffold6146	NW_005070109.1	JH755699.1	GPS_002025677.1
GeoFor_1.0	scaffold6148	NW_005068324.1	JH753914.1	GPS_002023892.1
GeoFor_1.0	scaffold6149	NW_005074233.1	JH759823.1	GPS_002029801.1
GeoFor_1.0	scaffold615	NW_005067221.1	JH752811.1	GPS_002022789.1
GeoFor_1.0	scaffold6151	NW_005057126.1	JH742716.1	GPS_002012694.1
GeoFor_1.0	scaffold6153	NW_005070259.1	JH755849.1	GPS_002025827.1
GeoFor_1.0	scaffold6154	NW_005068297.1	JH753887.1	GPS_002023865.1
GeoFor_1.0	scaffold6155	NW_005063953.1	JH749543.1	GPS_002019521.1
GeoFor_1.0	scaffold6156	NW_005055405.1	JH740995.1	GPS_002010973.1
GeoFor_1.0	scaffold6157	NW_005067427.1	JH753017.1	GPS_002022995.1
GeoFor_1.0	scaffold6158	NW_005069388.1	JH754978.1	GPS_002024956.1
GeoFor_1.0	scaffold6159	NW_005066376.1	JH751966.1	GPS_002021944.1
GeoFor_1.0	scaffold616	NW_005070292.1	JH755882.1	GPS_002025860.1
GeoFor_1.0	scaffold6162	NW_005064720.1	JH750310.1	GPS_002020288.1
GeoFor_1.0	scaffold6164	NW_005068867.1	JH754457.1	GPS_002024435.1
GeoFor_1.0	scaffold6165	NW_005055432.1	JH741022.1	GPS_002011000.1
GeoFor_1.0	scaffold6167	NW_005056321.1	JH741911.1	GPS_002011889.1
GeoFor_1.0	scaffold6168	NW_005056980.1	JH742570.1	GPS_002012548.1
GeoFor_1.0	scaffold617	NW_005054673.1	JH740263.1	GPS_002010241.1
GeoFor_1.0	scaffold6170	NW_005056315.1	JH741905.1	GPS_002011883.1
GeoFor_1.0	scaffold6171	NW_005061077.1	JH746667.1	GPS_002016645.1
GeoFor_1.0	scaffold6172	NW_005057125.1	JH742715.1	GPS_002012693.1
GeoFor_1.0	scaffold6173	NW_005065381.1	JH750971.1	GPS_002020949.1
GeoFor_1.0	scaffold6175	NW_005066576.1	JH752166.1	GPS_002022144.1
GeoFor_1.0	scaffold6176	NW_005056809.1	JH742399.1	GPS_002012377.1
GeoFor_1.0	scaffold6177	NW_005069206.1	JH754796.1	GPS_002024774.1
GeoFor_1.0	scaffold6178	NW_005069633.1	JH755223.1	GPS_002025201.1
GeoFor_1.0	scaffold618	NW_005055016.1	JH740606.1	GPS_002010584.1
GeoFor_1.0	scaffold6180	NW_005063591.1	JH749181.1	GPS_002019159.1
GeoFor_1.0	scaffold6183	NW_005068119.1	JH753709.1	GPS_002023687.1
GeoFor_1.0	scaffold6185	NW_005078302.1	JH763892.1	GPS_002033870.1
GeoFor_1.0	scaffold6186	NW_005069386.1	JH754976.1	GPS_002024954.1
GeoFor_1.0	scaffold6187	NW_005057101.1	JH742691.1	GPS_002012669.1
GeoFor_1.0	scaffold6188	NW_005069161.1	JH754751.1	GPS_002024729.1
GeoFor_1.0	scaffold619	NW_005055429.1	JH741019.1	GPS_002010997.1
GeoFor_1.0	scaffold6190	NW_005056912.1	JH742502.1	GPS_002012480.1
GeoFor_1.0	scaffold6191	NW_005070200.1	JH755790.1	GPS_002025768.1
GeoFor_1.0	scaffold6193	NW_005069371.1	JH754961.1	GPS_002024939.1
GeoFor_1.0	scaffold6194	NW_005057129.1	JH742719.1	GPS_002012697.1
GeoFor_1.0	scaffold6195	NW_005070282.1	JH755872.1	GPS_002025850.1
GeoFor_1.0	scaffold6197	NW_005069770.1	JH755360.1	GPS_002025338.1
GeoFor_1.0	scaffold6198	NW_005076954.1	JH762544.1	GPS_002032522.1
GeoFor_1.0	scaffold6199	NW_005057016.1	JH742606.1	GPS_002012584.1
GeoFor_1.0	scaffold62	NW_005054548.1	JH740138.1	GPS_002010116.1
GeoFor_1.0	scaffold620	NW_005055676.1	JH741266.1	GPS_002011244.1
GeoFor_1.0	scaffold6201	NW_005059143.1	JH744733.1	GPS_002014711.1
GeoFor_1.0	scaffold6204	NW_005071822.1	JH757412.1	GPS_002027390.1
GeoFor_1.0	scaffold6205	NW_005068825.1	JH754415.1	GPS_002024393.1
GeoFor_1.0	scaffold6206	NW_005067821.1	JH753411.1	GPS_002023389.1
GeoFor_1.0	scaffold6209	NW_005067976.1	JH753566.1	GPS_002023544.1
GeoFor_1.0	scaffold621	NW_005056802.1	JH742392.1	GPS_002012370.1
GeoFor_1.0	scaffold6210	NW_005068950.1	JH754540.1	GPS_002024518.1
GeoFor_1.0	scaffold6211	NW_005066163.1	JH751753.1	GPS_002021731.1
GeoFor_1.0	scaffold6212	NW_005063748.1	JH749338.1	GPS_002019316.1
GeoFor_1.0	scaffold6213	NW_005067212.1	JH752802.1	GPS_002022780.1
GeoFor_1.0	scaffold6214	NW_005063344.1	JH748934.1	GPS_002018912.1
GeoFor_1.0	scaffold6215	NW_005064679.1	JH750269.1	GPS_002020247.1
GeoFor_1.0	scaffold6217	NW_005061418.1	JH747008.1	GPS_002016986.1
GeoFor_1.0	scaffold6218	NW_005066189.1	JH751779.1	GPS_002021757.1
GeoFor_1.0	scaffold6219	NW_005064839.1	JH750429.1	GPS_002020407.1
GeoFor_1.0	scaffold622	NW_005071245.1	JH756835.1	GPS_002026813.1
GeoFor_1.0	scaffold6220	NW_005071528.1	JH757118.1	GPS_002027096.1
GeoFor_1.0	scaffold6222	NW_005072482.1	JH758072.1	GPS_002028050.1
GeoFor_1.0	scaffold6223	NW_005067761.1	JH753351.1	GPS_002023329.1
GeoFor_1.0	scaffold6224	NW_005076664.1	JH762254.1	GPS_002032232.1
GeoFor_1.0	scaffold6227	NW_005067772.1	JH753362.1	GPS_002023340.1
GeoFor_1.0	scaffold6228	NW_005068846.1	JH754436.1	GPS_002024414.1
GeoFor_1.0	scaffold6229	NW_005055693.1	JH741283.1	GPS_002011261.1
GeoFor_1.0	scaffold623	NW_005054667.1	JH740257.1	GPS_002010235.1
GeoFor_1.0	scaffold6230	NW_005066784.1	JH752374.1	GPS_002022352.1
GeoFor_1.0	scaffold6231	NW_005070955.1	JH756545.1	GPS_002026523.1
GeoFor_1.0	scaffold6232	NW_005070728.1	JH756318.1	GPS_002026296.1
GeoFor_1.0	scaffold6233	NW_005058604.1	JH744194.1	GPS_002014172.1
GeoFor_1.0	scaffold6234	NW_005069597.1	JH755187.1	GPS_002025165.1
GeoFor_1.0	scaffold6235	NW_005069191.1	JH754781.1	GPS_002024759.1
GeoFor_1.0	scaffold6237	NW_005068709.1	JH754299.1	GPS_002024277.1
GeoFor_1.0	scaffold6238	NW_005070219.1	JH755809.1	GPS_002025787.1
GeoFor_1.0	scaffold6239	NW_005063620.1	JH749210.1	GPS_002019188.1
GeoFor_1.0	scaffold624	NW_005055140.1	JH740730.1	GPS_002010708.1
GeoFor_1.0	scaffold6240	NW_005068981.1	JH754571.1	GPS_002024549.1
GeoFor_1.0	scaffold6242	NW_005068611.1	JH754201.1	GPS_002024179.1
GeoFor_1.0	scaffold6244	NW_005070313.1	JH755903.1	GPS_002025881.1
GeoFor_1.0	scaffold6245	NW_005065259.1	JH750849.1	GPS_002020827.1
GeoFor_1.0	scaffold6248	NW_005070735.1	JH756325.1	GPS_002026303.1
GeoFor_1.0	scaffold625	NW_005054924.1	JH740514.1	GPS_002010492.1
GeoFor_1.0	scaffold6250	NW_005065316.1	JH750906.1	GPS_002020884.1
GeoFor_1.0	scaffold6251	NW_005067186.1	JH752776.1	GPS_002022754.1
GeoFor_1.0	scaffold6252	NW_005070432.1	JH756022.1	GPS_002026000.1
GeoFor_1.0	scaffold6255	NW_005057422.1	JH743012.1	GPS_002012990.1
GeoFor_1.0	scaffold6256	NW_005057171.1	JH742761.1	GPS_002012739.1
GeoFor_1.0	scaffold6257	NW_005070771.1	JH756361.1	GPS_002026339.1
GeoFor_1.0	scaffold626	NW_005054676.1	JH740266.1	GPS_002010244.1
GeoFor_1.0	scaffold6261	NW_005066909.1	JH752499.1	GPS_002022477.1
GeoFor_1.0	scaffold6262	NW_005068662.1	JH754252.1	GPS_002024230.1
GeoFor_1.0	scaffold6263	NW_005060521.1	JH746111.1	GPS_002016089.1
GeoFor_1.0	scaffold6265	NW_005076907.1	JH762497.1	GPS_002032475.1
GeoFor_1.0	scaffold6266	NW_005072322.1	JH757912.1	GPS_002027890.1
GeoFor_1.0	scaffold6267	NW_005062911.1	JH748501.1	GPS_002018479.1
GeoFor_1.0	scaffold6268	NW_005067739.1	JH753329.1	GPS_002023307.1
GeoFor_1.0	scaffold6269	NW_005065637.1	JH751227.1	GPS_002021205.1
GeoFor_1.0	scaffold627	NW_005054824.1	JH740414.1	GPS_002010392.1
GeoFor_1.0	scaffold6271	NW_005070792.1	JH756382.1	GPS_002026360.1
GeoFor_1.0	scaffold6272	NW_005062833.1	JH748423.1	GPS_002018401.1
GeoFor_1.0	scaffold6273	NW_005065499.1	JH751089.1	GPS_002021067.1
GeoFor_1.0	scaffold6274	NW_005068975.1	JH754565.1	GPS_002024543.1
GeoFor_1.0	scaffold6276	NW_005068445.1	JH754035.1	GPS_002024013.1
GeoFor_1.0	scaffold6278	NW_005070447.1	JH756037.1	GPS_002026015.1
GeoFor_1.0	scaffold6279	NW_005067600.1	JH753190.1	GPS_002023168.1
GeoFor_1.0	scaffold628	NW_005054596.1	JH740186.1	GPS_002010164.1
GeoFor_1.0	scaffold6280	NW_005056935.1	JH742525.1	GPS_002012503.1
GeoFor_1.0	scaffold6282	NW_005077077.1	JH762667.1	GPS_002032645.1
GeoFor_1.0	scaffold6283	NW_005067900.1	JH753490.1	GPS_002023468.1
GeoFor_1.0	scaffold6285	NW_005066533.1	JH752123.1	GPS_002022101.1
GeoFor_1.0	scaffold6286	NW_005071825.1	JH757415.1	GPS_002027393.1
GeoFor_1.0	scaffold6287	NW_005060706.1	JH746296.1	GPS_002016274.1
GeoFor_1.0	scaffold6288	NW_005066221.1	JH751811.1	GPS_002021789.1
GeoFor_1.0	scaffold6289	NW_005069920.1	JH755510.1	GPS_002025488.1
GeoFor_1.0	scaffold629	NW_005054716.1	JH740306.1	GPS_002010284.1
GeoFor_1.0	scaffold6290	NW_005067344.1	JH752934.1	GPS_002022912.1
GeoFor_1.0	scaffold6291	NW_005071770.1	JH757360.1	GPS_002027338.1
GeoFor_1.0	scaffold6293	NW_005069253.1	JH754843.1	GPS_002024821.1
GeoFor_1.0	scaffold6294	NW_005071179.1	JH756769.1	GPS_002026747.1
GeoFor_1.0	scaffold6295	NW_005070909.1	JH756499.1	GPS_002026477.1
GeoFor_1.0	scaffold6297	NW_005071646.1	JH757236.1	GPS_002027214.1
GeoFor_1.0	scaffold6298	NW_005068329.1	JH753919.1	GPS_002023897.1
GeoFor_1.0	scaffold6299	NW_005064636.1	JH750226.1	GPS_002020204.1
GeoFor_1.0	scaffold630	NW_005070694.1	JH756284.1	GPS_002026262.1
GeoFor_1.0	scaffold6300	NW_005070396.1	JH755986.1	GPS_002025964.1
GeoFor_1.0	scaffold6301	NW_005070305.1	JH755895.1	GPS_002025873.1
GeoFor_1.0	scaffold6302	NW_005057421.1	JH743011.1	GPS_002012989.1
GeoFor_1.0	scaffold6303	NW_005070068.1	JH755658.1	GPS_002025636.1
GeoFor_1.0	scaffold6304	NW_005064149.1	JH749739.1	GPS_002019717.1
GeoFor_1.0	scaffold6306	NW_005073935.1	JH759525.1	GPS_002029503.1
GeoFor_1.0	scaffold6308	NW_005071192.1	JH756782.1	GPS_002026760.1
GeoFor_1.0	scaffold6309	NW_005056934.1	JH742524.1	GPS_002012502.1
GeoFor_1.0	scaffold631	NW_005072080.1	JH757670.1	GPS_002027648.1
GeoFor_1.0	scaffold6311	NW_005070178.1	JH755768.1	GPS_002025746.1
GeoFor_1.0	scaffold6312	NW_005057294.1	JH742884.1	GPS_002012862.1
GeoFor_1.0	scaffold6313	NW_005057162.1	JH742752.1	GPS_002012730.1
GeoFor_1.0	scaffold6314	NW_005072488.1	JH758078.1	GPS_002028056.1
GeoFor_1.0	scaffold6315	NW_005078171.1	JH763761.1	GPS_002033739.1
GeoFor_1.0	scaffold6317	NW_005059731.1	JH745321.1	GPS_002015299.1
GeoFor_1.0	scaffold6318	NW_005069871.1	JH755461.1	GPS_002025439.1
GeoFor_1.0	scaffold632	NW_005055536.1	JH741126.1	GPS_002011104.1
GeoFor_1.0	scaffold6320	NW_005055508.1	JH741098.1	GPS_002011076.1
GeoFor_1.0	scaffold6321	NW_005070493.1	JH756083.1	GPS_002026061.1
GeoFor_1.0	scaffold6322	NW_005068941.1	JH754531.1	GPS_002024509.1
GeoFor_1.0	scaffold6323	NW_005057306.1	JH742896.1	GPS_002012874.1
GeoFor_1.0	scaffold6328	NW_005067728.1	JH753318.1	GPS_002023296.1
GeoFor_1.0	scaffold6329	NW_005066205.1	JH751795.1	GPS_002021773.1
GeoFor_1.0	scaffold633	NW_005054531.1	JH740121.1	GPS_002010099.1
GeoFor_1.0	scaffold6331	NW_005061093.1	JH746683.1	GPS_002016661.1
GeoFor_1.0	scaffold6332	NW_005067308.1	JH752898.1	GPS_002022876.1
GeoFor_1.0	scaffold6337	NW_005074501.1	JH760091.1	GPS_002030069.1
GeoFor_1.0	scaffold6338	NW_005069234.1	JH754824.1	GPS_002024802.1
GeoFor_1.0	scaffold6339	NW_005073112.1	JH758702.1	GPS_002028680.1
GeoFor_1.0	scaffold6341	NW_005062855.1	JH748445.1	GPS_002018423.1
GeoFor_1.0	scaffold6342	NW_005061645.1	JH747235.1	GPS_002017213.1
GeoFor_1.0	scaffold6343	NW_005070619.1	JH756209.1	GPS_002026187.1
GeoFor_1.0	scaffold6344	NW_005076063.1	JH761653.1	GPS_002031631.1
GeoFor_1.0	scaffold6346	NW_005057532.1	JH743122.1	GPS_002013100.1
GeoFor_1.0	scaffold6347	NW_005071509.1	JH757099.1	GPS_002027077.1
GeoFor_1.0	scaffold6349	NW_005057674.1	JH743264.1	GPS_002013242.1
GeoFor_1.0	scaffold635	NW_005054610.1	JH740200.1	GPS_002010178.1
GeoFor_1.0	scaffold6351	NW_005057268.1	JH742858.1	GPS_002012836.1
GeoFor_1.0	scaffold6352	NW_005068015.1	JH753605.1	GPS_002023583.1
GeoFor_1.0	scaffold6354	NW_005071689.1	JH757279.1	GPS_002027257.1
GeoFor_1.0	scaffold6355	NW_005069401.1	JH754991.1	GPS_002024969.1
GeoFor_1.0	scaffold6357	NW_005056508.1	JH742098.1	GPS_002012076.1
GeoFor_1.0	scaffold6358	NW_005066228.1	JH751818.1	GPS_002021796.1
GeoFor_1.0	scaffold6359	NW_005065391.1	JH750981.1	GPS_002020959.1
GeoFor_1.0	scaffold636	NW_005054435.1	JH740025.1	GPS_002010003.1
GeoFor_1.0	scaffold6361	NW_005055878.1	JH741468.1	GPS_002011446.1
GeoFor_1.0	scaffold6362	NW_005069484.1	JH755074.1	GPS_002025052.1
GeoFor_1.0	scaffold6363	NW_005063214.1	JH748804.1	GPS_002018782.1
GeoFor_1.0	scaffold6366	NW_005067317.1	JH752907.1	GPS_002022885.1
GeoFor_1.0	scaffold6367	NW_005068381.1	JH753971.1	GPS_002023949.1
GeoFor_1.0	scaffold6369	NW_005067733.1	JH753323.1	GPS_002023301.1
GeoFor_1.0	scaffold637	NW_005054515.1	JH740105.1	GPS_002010083.1
GeoFor_1.0	scaffold6370	NW_005071665.1	JH757255.1	GPS_002027233.1
GeoFor_1.0	scaffold6372	NW_005070202.1	JH755792.1	GPS_002025770.1
GeoFor_1.0	scaffold6375	NW_005068286.1	JH753876.1	GPS_002023854.1
GeoFor_1.0	scaffold6376	NW_005071019.1	JH756609.1	GPS_002026587.1
GeoFor_1.0	scaffold6377	NW_005069057.1	JH754647.1	GPS_002024625.1
GeoFor_1.0	scaffold6378	NW_005071467.1	JH757057.1	GPS_002027035.1
GeoFor_1.0	scaffold6379	NW_005069065.1	JH754655.1	GPS_002024633.1
GeoFor_1.0	scaffold638	NW_005054557.1	JH740147.1	GPS_002010125.1
GeoFor_1.0	scaffold6380	NW_005069961.1	JH755551.1	GPS_002025529.1
GeoFor_1.0	scaffold6381	NW_005072079.1	JH757669.1	GPS_002027647.1
GeoFor_1.0	scaffold6382	NW_005062330.1	JH747920.1	GPS_002017898.1
GeoFor_1.0	scaffold6386	NW_005067324.1	JH752914.1	GPS_002022892.1
GeoFor_1.0	scaffold6387	NW_005070527.1	JH756117.1	GPS_002026095.1
GeoFor_1.0	scaffold6388	NW_005068166.1	JH753756.1	GPS_002023734.1
GeoFor_1.0	scaffold6389	NW_005071298.1	JH756888.1	GPS_002026866.1
GeoFor_1.0	scaffold639	NW_005055241.1	JH740831.1	GPS_002010809.1
GeoFor_1.0	scaffold6390	NW_005069489.1	JH755079.1	GPS_002025057.1
GeoFor_1.0	scaffold6391	NW_005069641.1	JH755231.1	GPS_002025209.1
GeoFor_1.0	scaffold6392	NW_005067703.1	JH753293.1	GPS_002023271.1
GeoFor_1.0	scaffold6395	NW_005069826.1	JH755416.1	GPS_002025394.1
GeoFor_1.0	scaffold6396	NW_005071575.1	JH757165.1	GPS_002027143.1
GeoFor_1.0	scaffold6397	NW_005068655.1	JH754245.1	GPS_002024223.1
GeoFor_1.0	scaffold6398	NW_005063926.1	JH749516.1	GPS_002019494.1
GeoFor_1.0	scaffold6399	NW_005067763.1	JH753353.1	GPS_002023331.1
GeoFor_1.0	scaffold64	NW_005054461.1	JH740051.1	GPS_002010029.1
GeoFor_1.0	scaffold640	NW_005055109.1	JH740699.1	GPS_002010677.1
GeoFor_1.0	scaffold6400	NW_005071226.1	JH756816.1	GPS_002026794.1
GeoFor_1.0	scaffold6403	NW_005068560.1	JH754150.1	GPS_002024128.1
GeoFor_1.0	scaffold6404	NW_005061140.1	JH746730.1	GPS_002016708.1
GeoFor_1.0	scaffold6405	NW_005070622.1	JH756212.1	GPS_002026190.1
GeoFor_1.0	scaffold6407	NW_005070584.1	JH756174.1	GPS_002026152.1
GeoFor_1.0	scaffold6409	NW_005063071.1	JH748661.1	GPS_002018639.1
GeoFor_1.0	scaffold641	NW_005067891.1	JH753481.1	GPS_002023459.1
GeoFor_1.0	scaffold6411	NW_005066145.1	JH751735.1	GPS_002021713.1
GeoFor_1.0	scaffold6413	NW_005070912.1	JH756502.1	GPS_002026480.1
GeoFor_1.0	scaffold6415	NW_005067503.1	JH753093.1	GPS_002023071.1
GeoFor_1.0	scaffold6416	NW_005068343.1	JH753933.1	GPS_002023911.1
GeoFor_1.0	scaffold6417	NW_005062025.1	JH747615.1	GPS_002017593.1
GeoFor_1.0	scaffold6418	NW_005067068.1	JH752658.1	GPS_002022636.1
GeoFor_1.0	scaffold6419	NW_005069219.1	JH754809.1	GPS_002024787.1
GeoFor_1.0	scaffold6421	NW_005065202.1	JH750792.1	GPS_002020770.1
GeoFor_1.0	scaffold6423	NW_005069204.1	JH754794.1	GPS_002024772.1
GeoFor_1.0	scaffold6424	NW_005064617.1	JH750207.1	GPS_002020185.1
GeoFor_1.0	scaffold6425	NW_005067288.1	JH752878.1	GPS_002022856.1
GeoFor_1.0	scaffold6426	NW_005067882.1	JH753472.1	GPS_002023450.1
GeoFor_1.0	scaffold6427	NW_005068483.1	JH754073.1	GPS_002024051.1
GeoFor_1.0	scaffold6428	NW_005063877.1	JH749467.1	GPS_002019445.1
GeoFor_1.0	scaffold6429	NW_005066754.1	JH752344.1	GPS_002022322.1
GeoFor_1.0	scaffold643	NW_005054944.1	JH740534.1	GPS_002010512.1
GeoFor_1.0	scaffold6430	NW_005067744.1	JH753334.1	GPS_002023312.1
GeoFor_1.0	scaffold6434	NW_005076493.1	JH762083.1	GPS_002032061.1
GeoFor_1.0	scaffold6435	NW_005070823.1	JH756413.1	GPS_002026391.1
GeoFor_1.0	scaffold6437	NW_005065446.1	JH751036.1	GPS_002021014.1
GeoFor_1.0	scaffold6438	NW_005072900.1	JH758490.1	GPS_002028468.1
GeoFor_1.0	scaffold644	NW_005057227.1	JH742817.1	GPS_002012795.1
GeoFor_1.0	scaffold6440	NW_005069643.1	JH755233.1	GPS_002025211.1
GeoFor_1.0	scaffold6441	NW_005066586.1	JH752176.1	GPS_002022154.1
GeoFor_1.0	scaffold6445	NW_005069332.1	JH754922.1	GPS_002024900.1
GeoFor_1.0	scaffold6448	NW_005067372.1	JH752962.1	GPS_002022940.1
GeoFor_1.0	scaffold645	NW_005062574.1	JH748164.1	GPS_002018142.1
GeoFor_1.0	scaffold6450	NW_005065798.1	JH751388.1	GPS_002021366.1
GeoFor_1.0	scaffold6452	NW_005061860.1	JH747450.1	GPS_002017428.1
GeoFor_1.0	scaffold6453	NW_005068928.1	JH754518.1	GPS_002024496.1
GeoFor_1.0	scaffold6454	NW_005068592.1	JH754182.1	GPS_002024160.1
GeoFor_1.0	scaffold6457	NW_005063303.1	JH748893.1	GPS_002018871.1
GeoFor_1.0	scaffold6458	NW_005070391.1	JH755981.1	GPS_002025959.1
GeoFor_1.0	scaffold6459	NW_005063385.1	JH748975.1	GPS_002018953.1
GeoFor_1.0	scaffold646	NW_005063538.1	JH749128.1	GPS_002019106.1
GeoFor_1.0	scaffold6460	NW_005069639.1	JH755229.1	GPS_002025207.1
GeoFor_1.0	scaffold6461	NW_005068654.1	JH754244.1	GPS_002024222.1
GeoFor_1.0	scaffold6462	NW_005066705.1	JH752295.1	GPS_002022273.1
GeoFor_1.0	scaffold6466	NW_005069917.1	JH755507.1	GPS_002025485.1
GeoFor_1.0	scaffold6467	NW_005073216.1	JH758806.1	GPS_002028784.1
GeoFor_1.0	scaffold6468	NW_005055391.1	JH740981.1	GPS_002010959.1
GeoFor_1.0	scaffold6469	NW_005069557.1	JH755147.1	GPS_002025125.1
GeoFor_1.0	scaffold647	NW_005054886.1	JH740476.1	GPS_002010454.1
GeoFor_1.0	scaffold6470	NW_005056081.1	JH741671.1	GPS_002011649.1
GeoFor_1.0	scaffold6471	NW_005060119.1	JH745709.1	GPS_002015687.1
GeoFor_1.0	scaffold6473	NW_005076490.1	JH762080.1	GPS_002032058.1
GeoFor_1.0	scaffold6474	NW_005068263.1	JH753853.1	GPS_002023831.1
GeoFor_1.0	scaffold6475	NW_005069838.1	JH755428.1	GPS_002025406.1
GeoFor_1.0	scaffold6477	NW_005062510.1	JH748100.1	GPS_002018078.1
GeoFor_1.0	scaffold648	NW_005054630.1	JH740220.1	GPS_002010198.1
GeoFor_1.0	scaffold6480	NW_005064308.1	JH749898.1	GPS_002019876.1
GeoFor_1.0	scaffold6481	NW_005064670.1	JH750260.1	GPS_002020238.1
GeoFor_1.0	scaffold6482	NW_005068336.1	JH753926.1	GPS_002023904.1
GeoFor_1.0	scaffold6485	NW_005065192.1	JH750782.1	GPS_002020760.1
GeoFor_1.0	scaffold6486	NW_005071084.1	JH756674.1	GPS_002026652.1
GeoFor_1.0	scaffold6488	NW_005069363.1	JH754953.1	GPS_002024931.1
GeoFor_1.0	scaffold649	NW_005067941.1	JH753531.1	GPS_002023509.1
GeoFor_1.0	scaffold6493	NW_005070960.1	JH756550.1	GPS_002026528.1
GeoFor_1.0	scaffold6495	NW_005069186.1	JH754776.1	GPS_002024754.1
GeoFor_1.0	scaffold6497	NW_005068269.1	JH753859.1	GPS_002023837.1
GeoFor_1.0	scaffold6498	NW_005055808.1	JH741398.1	GPS_002011376.1
GeoFor_1.0	scaffold6499	NW_005071116.1	JH756706.1	GPS_002026684.1
GeoFor_1.0	scaffold65	NW_005055220.1	JH740810.1	GPS_002010788.1
GeoFor_1.0	scaffold650	NW_005054598.1	JH740188.1	GPS_002010166.1
GeoFor_1.0	scaffold6500	NW_005068048.1	JH753638.1	GPS_002023616.1
GeoFor_1.0	scaffold6501	NW_005070066.1	JH755656.1	GPS_002025634.1
GeoFor_1.0	scaffold6504	NW_005060978.1	JH746568.1	GPS_002016546.1
GeoFor_1.0	scaffold6506	NW_005055133.1	JH740723.1	GPS_002010701.1
GeoFor_1.0	scaffold6507	NW_005061743.1	JH747333.1	GPS_002017311.1
GeoFor_1.0	scaffold6510	NW_005067833.1	JH753423.1	GPS_002023401.1
GeoFor_1.0	scaffold6512	NW_005056940.1	JH742530.1	GPS_002012508.1
GeoFor_1.0	scaffold6513	NW_005060105.1	JH745695.1	GPS_002015673.1
GeoFor_1.0	scaffold6514	NW_005078013.1	JH763603.1	GPS_002033581.1
GeoFor_1.0	scaffold6515	NW_005057027.1	JH742617.1	GPS_002012595.1
GeoFor_1.0	scaffold6516	NW_005064738.1	JH750328.1	GPS_002020306.1
GeoFor_1.0	scaffold6518	NW_005070376.1	JH755966.1	GPS_002025944.1
GeoFor_1.0	scaffold6519	NW_005068566.1	JH754156.1	GPS_002024134.1
GeoFor_1.0	scaffold6522	NW_005068665.1	JH754255.1	GPS_002024233.1
GeoFor_1.0	scaffold6523	NW_005068290.1	JH753880.1	GPS_002023858.1
GeoFor_1.0	scaffold6526	NW_005057292.1	JH742882.1	GPS_002012860.1
GeoFor_1.0	scaffold6527	NW_005068163.1	JH753753.1	GPS_002023731.1
GeoFor_1.0	scaffold653	NW_005063051.1	JH748641.1	GPS_002018619.1
GeoFor_1.0	scaffold6530	NW_005068334.1	JH753924.1	GPS_002023902.1
GeoFor_1.0	scaffold6533	NW_005060373.1	JH745963.1	GPS_002015941.1
GeoFor_1.0	scaffold6535	NW_005067879.1	JH753469.1	GPS_002023447.1
GeoFor_1.0	scaffold6538	NW_005060512.1	JH746102.1	GPS_002016080.1
GeoFor_1.0	scaffold6539	NW_005061544.1	JH747134.1	GPS_002017112.1
GeoFor_1.0	scaffold654	NW_005055640.1	JH741230.1	GPS_002011208.1
GeoFor_1.0	scaffold6540	NW_005070025.1	JH755615.1	GPS_002025593.1
GeoFor_1.0	scaffold6541	NW_005069537.1	JH755127.1	GPS_002025105.1
GeoFor_1.0	scaffold6545	NW_005055806.1	JH741396.1	GPS_002011374.1
